-415.845	1.16828	-5.68015
-403.681	-0.188384	-3.06539
-401.271	-0.358757	-0.844044
-414.83	0.41036	1.3075
-407.796	0.140939	-1.5175
-419.906	-0.266761	-11.9824
-393.014	-0.235987	-3.53984
-406.4	0.0673715	-10.7698
-395.971	-0.958338	-0.0250506
-385.881	1.03681	1.09499
-408.405	-0.293795	-5.40828
-435.812	-0.208614	-12.5527
-411.123	0.687948	-4.79716
-407.108	-0.0539606	-4.33832
-381.564	-0.333932	6.13957
-420.575	0.430301	-6.91528
-411.956	1.30124	-3.61447
-384.479	-0.00708606	3.28312
-413.474	0.00959101	-6.32947
-419.274	-0.050824	-10.4917
-406.028	-0.850433	-2.65133
-401.797	-0.55174	-5.0939
-422.129	-0.925753	-9.18997
-422.73	0.00979214	-12.6546
-416.262	0.0379339	-10.4399
-397.207	-0.585109	-2.36941
-410.597	1.58701	-4.19618
-410.919	0.251051	-5.42579
-411.817	0.568591	-5.75317
-414.676	0.10709	-7.1441
-388.295	0.442323	0.1711
-416.008	2.17621	-8.2475
-403.982	-0.231858	-3.77058
-382.408	0.0276336	11.312
-399.521	0.719429	2.22965
-399.377	0.0333225	1.7474
-411.221	-0.122573	-5.57318
-399.613	-0.412261	-3.88603
-413.026	0.138141	-6.47703
-415.677	-0.162031	-1.89673
-395.456	0.123126	7.30638
-384.227	0.318142	11.919
-412.189	-0.313066	-11.0219
-411.57	-2.10567	-5.64506
-405.82	-0.226773	-6.26238
-416.587	0.444823	-9.4276
-414.882	1.27165	-5.91364
-412.742	-0.229037	-3.43879
-410.104	-0.771701	-4.18927
-403.978	-1.31086	-3.34869
-401.521	0.138381	5.03332
-400.157	1.89449	-5.51843
-425.919	-0.113832	-20.54
-428.395	-0.132874	-17.6929
-411.177	0.858414	-4.61141
-407.467	-1.06066	-3.13902
-407.418	-0.575981	-2.95559
-407.824	-0.431407	-3.12608
-410.378	0.386154	-3.55263
-393.207	0.213259	4.27176
-411.415	0.74595	-5.3916
-403.55	0.442487	-0.60954
-391.908	-1.16744	6.20849
-394.106	0.36623	2.28253
-419.791	0.315764	-10.0174
-408.716	-0.521494	-4.32678
-407.846	-0.192222	-11.0503
-414.36	-0.535536	-6.84816
-402.77	0.148526	-0.269277
-388.902	-0.0686282	1.20147
-411.226	-0.666804	-2.24315
-398.647	-1.29609	-3.98887
-414.306	-0.207446	-7.95436
-406.423	-0.0564274	-5.42254
-422.033	0.0158358	-5.2376
-407.916	-0.145634	-4.86651
-408.344	0.780398	-2.95998
-403.248	0.16958	-3.29321
-432.252	0.310111	-13.0902
-418.37	0.422708	-8.15243
-398.176	0.95735	-1.59398
-422.802	-0.0368502	-16.1397
-393.82	2.26097	1.25822
-413.268	-0.242409	-4.89384
-404.428	0.934483	-1.97609
-407.752	-1.39649	-3.40317
-409.432	0.902024	-3.83448
-405.819	1.02642	-2.69125
-399.803	0.00546844	-1.18871
-403.525	-2.26162	-4.06431
-418.745	0.269361	-9.00851
-420.065	-0.252172	-11.16
-405.939	0.859166	-10.9322
-385.512	-0.143164	9.53055
-414.686	-0.266544	-9.01035
-425.184	1.1226	-12.7998
-399.546	0.163171	-0.059022
-414.989	-0.939385	-9.71527
-408.568	0.742243	-4.30779
-410.343	-1.13522	-3.56563
-407.895	-0.174658	-5.62619
-410.18	0.608824	-5.46788
-417.816	0.480568	-6.67063
-403.831	-0.199812	-4.67289
-402.465	1.34865	-3.85633
-383.938	0.64078	8.59352
-397.793	0.241868	0.385084
-393.682	0.177376	4.20557
-416.645	-0.157854	-10.9546
-411.822	-0.0297688	-13.1034
-414.905	0.788975	-7.85525
-415.628	2.11502	-5.06125
-382.596	0.680034	5.6199
-413.106	0.0274024	-6.39099
-403.603	0.320034	-1.90116
-405.166	-0.10461	-2.1352
-415.339	-0.4549	-10.1469
-402.885	-0.239608	-0.814646
-411.169	-1.97197	-4.76926
-401.023	-0.360367	-4.10596
-424.233	-1.25833	-7.42115
-403.279	0.707006	-0.840938
-408.384	-0.217524	-6.03226
-405.553	0.0499173	-2.4011
-396.568	0.641106	5.70445
-390.661	-1.48461	8.1318
-415.156	-0.579036	-4.77133
-399.73	0.924227	0.837448
-406.801	1.55482	-4.23488
-392.328	-0.0897471	4.90905
-390.748	0.301499	5.21988
-415.292	-0.0441926	-5.38695
-396.614	-0.248456	1.91098
-425.228	-0.135367	-17.364
-405.391	-0.504364	-3.77286
-413.87	-0.288577	-8.67851
-413.477	-0.843094	-6.74406
-438.393	-0.209985	-19.2879
-413.146	-0.420257	-11.4783
-430.227	-0.0847518	-21.2468
-407.174	-0.443196	-5.33139
-415.408	-0.256579	-13.7397
-405.229	2.40741	-6.60015
-405.714	0.670234	-2.68823
-415.404	0.795573	-6.86898
-403.589	1.31829	-2.18467
-407.827	0.479809	-4.12246
-402.182	-0.137808	3.4158
-419.743	0.52898	-3.41105
-392.207	0.970308	7.36824
-410.125	1.71175	-4.94689
-416.699	-1.75927	-6.74931
-374.545	-0.0114907	12.4546
-389.308	0.115891	7.3138
-401.39	0.368855	-0.356937
-428.755	-0.784338	-14.8279
-404.555	-0.407468	-3.64909
-408.913	-0.256344	-4.44361
-403.321	2.21321	-0.544812
-419.522	0.308659	-12.3556
-402.08	1.05333	-0.621545
-402.691	-0.403568	-1.75488
-395.85	-0.221724	-0.473505
-419.33	-0.203711	-7.36795
-396.792	0.446459	0.53309
-410.771	-0.280328	-5.15526
-435.228	-1.00788	-13.2388
-410.734	-0.626255	-8.14647
-409.178	-0.0898241	-3.95775
-412.471	1.31761	-9.45543
-395.943	-0.421611	3.63581
-405.965	-0.166712	-1.36844
-406.872	-1.15511	-3.11923
-443.417	-0.245584	-22.267
-412.883	-0.447825	-7.73014
-437.93	-0.0843987	-22.7493
-412.172	-1.90879	-11.9049
-398.392	2.28806	-2.63912
-398.864	-0.282128	1.31718
-417.206	1.42606	-1.03692
-397.965	0.138066	2.59494
-398.383	0.0843683	0.784708
-400.08	0.0192769	-0.841597
-413.849	-1.16001	-8.25978
-405.178	2.61582	-0.337716
-407.339	1.38815	0.269191
-423.059	-0.239666	-7.23277
-414.116	-0.712807	-6.0418
-419.064	-0.000423157	-11.5171
-415.958	-0.242052	-10.7589
-402.903	-0.803688	-1.94373
-397.19	-1.86787	-2.77464
-404.017	-0.323377	-3.89883
-392.846	0.000944711	-2.83253
-385.145	-0.302332	10.2425
-416.008	-0.135248	-8.97918
-410.822	-0.284299	-3.8685
-414.531	-0.823229	-7.00281
-393.255	-1.0835	-1.90587
-408.346	0.649702	-3.73766
-410.822	-0.284299	-3.8685
-416.417	-0.280641	-9.69148
-403.948	0.304125	-0.527368
-414.538	-2.49534	-7.2147
-389.692	-0.478864	1.84352
-417.421	-0.0366302	-6.91644
-423.173	-0.0674695	-13.2911
-404.855	-0.184091	3.26964
-412.424	-0.0110356	-5.08297
-401.62	-1.05046	-5.42068
-395	0.278847	-1.47308
-443.417	-0.245584	-22.267
-412.414	0.106256	-3.64613
-415.089	-1.71963	-5.04746
-399.34	0.569474	0.622611
-384.329	-0.19396	4.03884
-398.635	0.096101	0.807711
-398.974	-0.417168	-0.71626
-411.317	0.484682	-3.94406
-414.926	-0.863753	-6.25162
-407.027	0.545384	-3.18285
-414.722	-0.113123	-9.00727
-417.393	-2.68582	-9.47462
-390.241	-0.146788	4.59788
-402.907	0.70427	-1.20962
-399.942	1.07881	-3.64359
-404.644	-0.637779	-1.28707
-410.688	0.0895567	-4.54537
-407.738	-0.0481464	-3.18938
-402.912	0.113384	-1.18361
-402.583	0.230154	-1.09394
-407.275	0.949748	-2.41646
-403.205	-0.128474	-1.88751
-404.41	-0.910259	-1.88138
-404.395	0.901252	-5.48765
-430.434	0.219038	-13.5748
-417.442	0.289206	-8.67517
-388.383	-1.23651	0.515264
-399.711	-0.153403	-2.35813
-404.457	-0.60009	-1.84049
-405.79	0.963311	-2.22001
-432.928	-0.763552	-10.9752
-404.916	-0.19718	-1.29375
-421.085	-0.10688	-6.46076
-408.185	-1.23302	-3.53728
-390.647	-0.248358	6.59046
-407.215	-0.395014	-7.63878
-408.516	-0.55509	-4.64849
-403.715	-3.05811	-0.726481
-406.622	0.0483718	-2.99063
-401.752	-0.128154	-4.23808
-412.507	0.772332	-3.51633
-412.189	-0.548137	-10.033
-412.358	0.770904	-5.38531
-386.491	-0.313959	9.08397
-410.982	0.562861	1.12336
-412.456	1.27241	-5.93563
-400.473	-0.179418	4.22606
-405.565	-0.0533856	-3.05164
-385.056	-0.892163	12.1355
-415.338	-0.290391	-8.31389
-402.838	0.557341	-1.45686
-421.431	-1.21383	-4.77651
-398.197	-0.00535485	-1.05357
-409.777	0.342406	-10.1434
-408.631	0.363093	-4.74604
-409.92	0.0500694	-4.46511
-411.369	0.780899	-4.39774
-406.505	-0.515967	-3.10592
-413.999	0.19253	-7.21255
-393.501	0.815238	4.89063
-408.587	-0.887611	-4.36446
-407.874	-0.716223	-5.83802
-435.801	0.735995	-22.1435
-397.352	0.146592	-2.76159
-405.694	-0.00908941	-4.36858
-414.383	0.784726	-3.71088
-415.953	0.488093	-7.79096
-402.334	-0.174536	-0.268657
-427.633	-2.12813	-10.7419
-409.515	0.0648365	-5.01197
-402.343	0.802861	-0.406959
-416.193	0.0595408	-8.23271
-416.756	-0.0274723	-10.0523
-402.939	1.59017	-1.37729
-410.869	1.3141	-4.70806
-409.372	-0.207795	-4.48044
-404.202	1.93883	-2.09863
-384.042	-1.85269	11.3656
-417.56	-0.621354	-13.0017
-414.451	0.148507	-7.20496
-409.415	0.423939	-4.3145
-398.772	-0.112056	1.04595
-405.681	0.427734	6.38492
-414.611	0.108985	-4.00463
-404.619	1.4192	-2.33714
-400.998	0.611713	-1.81954
-407.676	-1.30613	-5.45043
-438.484	-1.40087	-20.9909
-413.192	0.220486	-5.72903
-393.635	-0.95707	-2.82674
-408.758	-0.698258	-3.79526
-412.222	-1.44409	-8.66661
-418.749	-0.21096	-10.1847
-413.27	0.391	-7.50531
-436.447	1.41165	-21.2667
-406.189	0.519597	0.654298
-411.636	-0.399531	-5.35704
-399.693	-1.04058	0.439888
-411.667	-0.151898	-5.87692
-403.792	-0.105365	-7.0217
-395.209	-0.101577	-1.55599
-430.948	-0.239861	-14.1672
-404.396	-0.385265	-0.926431
-416.539	0.139712	-9.52887
-425.305	-0.162456	-9.95322
-401.027	0.961372	-0.343854
-414.997	-1.74683	-6.63834
-411.699	0.936589	-4.48767
-409.589	0.00271214	-4.44753
-405.441	2.93226	-3.33734
-413.309	0.31757	-5.87287
-432.308	-0.324559	-20.767
-413.66	1.77214	-6.77259
-405.576	-0.449115	-4.36775
-408.249	2.26692	-4.27658
-414.572	-0.918704	-8.46449
-416.14	-0.29806	-8.13905
-404.217	-1.63511	-3.13339
-408.635	0.630729	-3.32982
-398.322	-0.0527072	-3.65032
-397.884	0.147295	-2.3344
-435.742	0.0574807	-21.1456
-404.663	0.683756	-9.50177
-411.537	-0.48922	-4.67607
-387.279	-0.233681	7.86033
-403.444	0.34734	-3.19961
-401.815	0.300544	-1.25077
-414.064	2.13448	-3.41864
-426.819	1.48004	-15.262
-411.057	-0.507526	-7.64301
-428.703	-1.18724	-7.94027
-396.714	-0.614442	-1.99006
-373.176	-0.351242	17.297
-408.2	0.189033	-2.52329
-404.417	-0.536107	-2.34807
-399.16	-0.0719352	-0.878246
-403.999	-0.148551	-1.44766
-397.493	0.250862	0.842331
-409.331	-2.13504	-8.20622
-422.674	-0.00557474	-12.0075
-409.657	0.216165	-4.54834
-380.972	2.6298	13.873
-412.943	0.161634	-4.74182
-397.284	0.416338	2.24159
-416.251	1.34635	-5.67352
-410.625	-1.23567	-5.67629
-400.039	-0.267864	-3.71692
-411.368	0.203804	-5.39046
-419.645	0.272472	-7.77341
-403.176	1.48268	-2.06301
-408.213	-1.03767	-3.3446
-410.819	-0.646449	-4.97539
-408.641	-1.18422	-3.55459
-407.213	0.788841	-3.01098
-396.661	-1.40002	10.0062
-391.173	1.70618	1.43555
-420.388	0.140345	-3.48365
-404.215	-0.340952	-1.82133
-403.002	-0.121573	-3.74555
-422.191	-2.11753	-10.3381
-407.257	2.02012	-3.3278
-417.388	0.198188	-9.30789
-407.73	-0.129817	-4.52023
-412.974	1.68005	-5.37587
-410.355	-1.44575	-4.41452
-415.255	0.211415	-7.37026
-416.286	1.78777	-11.506
-412.606	0.0861375	-7.6973
-404.963	0.0284436	-4.44025
-415.739	0.408727	-7.25894
-418.305	0.0325478	-10.4178
-402.328	0.0564609	-1.64772
-410.141	-0.802639	-4.22393
-404.027	0.0612188	-3.61037
-407.837	0.470807	-1.68134
-401.703	0.949988	4.23375
-404.593	-0.0327598	-3.96678
-409.32	0.968509	-4.24636
-409.947	-2.64267	-5.33118
-443.808	0.943097	-22.1957
-404.576	-0.189267	-6.05195
-432.629	-1.0523	-10.2963
-392.875	-0.71539	0.54304
-379.929	-0.0269194	14.0128
-430.31	0.480065	-7.68259
-394.383	-0.0984746	-2.83494
-409.968	0.239616	-4.02668
-413.854	-0.160274	-9.50208
-413.196	-0.0413082	-6.63654
-403.021	1.42968	0.00246611
-411.454	-0.319068	-3.62118
-406.614	1.50963	-0.922766
-398.321	0.391772	6.73629
-397.166	-0.0211407	-2.49733
-403.679	0.253751	-2.12423
-418.236	0.484934	-7.83815
-412.871	0.322492	-6.81657
-428.73	-0.0849217	-14.8993
-398.285	-0.205343	-1.88472
-401.726	2.21848	-2.1294
-409.043	1.02389	-1.81314
-379.902	-0.234444	6.7485
-389.987	0.575706	6.63806
-413.875	0.0705445	-6.23172
-406.037	0.522051	-4.7729
-408.27	-0.172225	-8.78829
-417.11	-0.151877	-9.49259
-411.885	-0.156569	-5.34434
-413.278	-0.154864	-7.78277
-409.771	-2.82974	-4.69183
-411.171	-2.01646	-7.07982
-401.759	0.874575	-0.539203
-412.718	-1.98882	-4.97675
-424.356	-0.481982	-15.5357
-400.598	0.302427	0.0674997
-408.175	-2.29874	-3.27152
-418.585	0.24425	-10.1434
-412.051	0.0575019	-6.13736
-414.234	-0.170604	-5.57474
-406.513	-0.564384	-2.49015
-408.185	-1.23302	-3.53728
-397.908	-0.358566	-3.22774
-405.754	0.0144716	-2.16329
-382.945	1.50086	4.81475
-410.111	1.01217	-4.06905
-407.137	1.30187	-1.95159
-393.296	1.09277	7.93823
-390.181	-0.309119	-1.67264
-410.784	-0.221462	-6.58368
-401.668	-0.371471	-1.31006
-408.173	2.10677	-2.96577
-414.224	-0.125895	-5.52822
-392.572	0.333472	3.68478
-406.777	0.0595079	-4.82754
-419.6	-0.122686	-7.04494
-404.54	-0.181704	-4.84063
-416.405	-0.412941	-9.0668
-420.516	0.302345	-7.64731
-425.228	-0.135367	-17.364
-391.57	-0.382516	6.58665
-421.725	0.0732441	-11.3146
-408.281	1.08572	-1.20054
-408.432	-0.0258998	-3.46245
-418.963	0.995356	-9.2094
-380.694	-0.119579	14.2253
-403.113	2.44499	0.747411
-386.249	-0.754892	9.63218
-405.702	-0.922238	-5.52283
-402.465	1.34865	-3.85633
-396.172	-0.228179	3.38516
-405.772	0.81615	-6.25593
-409.231	0.444908	-2.13577
-417.278	-0.988271	-6.2144
-413.081	0.163171	-6.70826
-407.697	-1.24693	-3.57823
-396.202	0.0021786	-1.97352
-409.768	-0.643243	-3.64923
-409.87	-0.187486	-10.5136
-418.531	0.198983	-8.12339
-410.163	1.26821	-5.43605
-409.916	-0.14724	-5.75309
-385.694	1.14178	0.255497
-404.437	-0.385537	-5.98416
-409.545	0.668935	-2.48171
-409.883	0.437191	-4.72323
-426.449	0.145083	-15.7215
-425.547	-1.30522	-15.1048
-402.639	-0.00611487	-4.75754
-397.466	0.0965595	3.10486
-430.34	-0.179012	-13.9928
-398.095	-0.420579	-0.33792
-388.501	-0.137851	7.71379
-412.865	-0.224146	-8.46989
-407.315	-0.615852	-3.41667
-411.331	-0.443284	-6.91051
-404.206	-1.11545	-3.62969
-434	0.151076	-19.6669
-406.693	-1.22301	-2.55812
-408.631	0.363093	-4.74604
-428.087	-1.10023	-14.4801
-434.578	1.41611	-19.2525
-412.838	0.0560542	-6.82533
-399.351	0.264613	0.722855
-414.231	-0.503438	-9.9186
-377.509	-0.310882	9.86563
-421.982	0.535289	-8.03341
-407.597	-0.22596	-6.13193
-407.712	-0.362224	-3.29856
-399.82	-1.46297	1.84242
