620	-98243.5	-3.21734e-11	3084.32	99999.7	8.23093e-11	-238.267	299999	8.4583e-11	-717.019	0
625	-98228.4	-3.02975e-11	3106.49	99999.7	8.75957e-11	-238.285	299999	8.89031e-11	-717.108	0
630	-98213.3	-3.1207e-11	3128.65	99999.7	9.06653e-11	-238.303	299999	8.75389e-11	-717.197	0
635	-98198.2	-3.18323e-11	3150.79	99999.7	9.36211e-11	-238.321	299999	8.43556e-11	-717.287	0
640	-98183	-3.63798e-11	3172.93	99999.7	8.23661e-11	-238.339	299999	7.7307e-11	-717.378	0
645	-98167.9	-3.49587e-11	3195.06	99999.7	8.11724e-11	-238.357	299999	8.00355e-11	-717.47	0
650	-98152.7	-3.47313e-11	3217.18	99999.7	8.17977e-11	-238.376	299999	8.0945e-11	-717.562	0
655	-98137.5	-3.95062e-11	3239.28	99999.7	8.02061e-11	-238.394	299999	7.66249e-11	-717.655	0
660	-98122.3	-3.83693e-11	3261.38	99999.7	8.70273e-11	-238.413	299999	7.70797e-11	-717.749	0
665	-98107.1	-4.23483e-11	3283.47	99999.7	8.29914e-11	-238.432	299999	7.23048e-11	-717.843	0
670	-98091.9	-3.80851e-11	3305.55	99999.7	8.48104e-11	-238.451	299999	7.18501e-11	-717.938	0
675	-98076.6	-4.01883e-11	3327.62	99999.7	8.33325e-11	-238.47	299999	6.73026e-11	-718.034	0
680	-98061.4	-3.70051e-11	3349.68	99999.7	8.54357e-11	-238.489	299999	7.41238e-11	-718.131	0
685	-98046.1	-4.18936e-11	3371.72	99999.7	8.70273e-11	-238.509	299999	7.34417e-11	-718.228	0
690	-98030.8	-4.37694e-11	3393.76	99999.7	8.68567e-11	-238.528	299999	6.95763e-11	-718.326	0
695	-98015.5	-4.35421e-11	3415.79	99999.7	8.35598e-11	-238.548	299999	7.16227e-11	-718.425	0
700	-98000.1	-4.34852e-11	3437.81	99999.7	8.05471e-11	-238.568	299999	6.70752e-11	-718.524	0
705	-97984.8	-4.91696e-11	3459.82	99999.7	8.27072e-11	-238.588	299999	6.61657e-11	-718.624	0
710	-97969.4	-5.74119e-11	3481.82	99999.7	8.23661e-11	-238.608	299999	7.13953e-11	-718.725	0
715	-97954.1	-6.1334e-11	3503.81	99999.7	8.33325e-11	-238.628	299999	6.29825e-11	-718.826	0
720	-97938.7	-6.07656e-11	3525.79	99999.7	8.10587e-11	-238.649	299999	6.43468e-11	-718.929	0
725	-97923.3	-5.97993e-11	3547.76	99999.7	8.52083e-11	-238.669	299999	6.61657e-11	-719.032	0
730	-97907.8	-5.56497e-11	3569.72	99999.7	8.73683e-11	-238.69	299999	6.45741e-11	-719.135	0
735	-97892.4	-6.41194e-11	3591.67	99999.7	7.93534e-11	-238.711	299999	5.79803e-11	-719.24	0
740	-97876.9	-6.98606e-11	3613.61	99999.7	7.40101e-11	-238.732	299999	5.16138e-11	-719.345	0
745	-97861.5	-6.62226e-11	3635.54	99999.7	6.91216e-11	-238.753	299999	4.97948e-11	-719.45	0
750	-97846	-6.69615e-11	3657.46	99999.7	6.84963e-11	-238.774	299999	5.43423e-11	-719.557	0
755	-97830.5	-7.17932e-11	3679.37	99999.7	6.44604e-11	-238.795	299999	5.79803e-11	-719.664	0
760	-97815	-7.17364e-11	3701.27	99999.7	6.36646e-11	-238.817	299999	5.8435e-11	-719.772	0
765	-97799.4	-6.95763e-11	3723.16	99999.7	6.00835e-11	-238.839	299999	5.34328e-11	-719.88	0
770	-97783.9	-7.71934e-11	3745.05	99999.7	5.62181e-11	-238.86	299999	5.57066e-11	-719.99	0
775	-97768.3	-8.1684e-11	3766.92	99999.7	5.9913e-11	-238.882	299999	5.34328e-11	-720.1	0
780	-97752.7	-7.08269e-11	3788.78	99999.7	6.11635e-11	-238.904	299999	5.79803e-11	-720.21	0
785	-97737.1	-7.84439e-11	3810.63	99999.7	5.61045e-11	-238.927	299999	5.59339e-11	-720.322	0
790	-97721.5	-8.25935e-11	3832.47	99999.7	5.97993e-11	-238.949	299999	5.47971e-11	-720.434	0
795	-97705.9	-8.84484e-11	3854.3	99999.7	5.43992e-11	-238.972	299999	4.84306e-11	-720.547	0
800	-97690.2	-9.62359e-11	3876.12	99999.7	5.36602e-11	-238.994	299999	4.18368e-11	-720.66	0
805	-97674.5	-9.86233e-11	3897.93	99999.7	4.5759e-11	-239.017	299999	3.68345e-11	-720.775	0
810	-97658.9	-1.05956e-10	3919.74	99999.7	4.05862e-11	-239.04	299999	3.00133e-11	-720.889	0
815	-97643.2	-9.8737e-11	3941.53	99999.7	4.72369e-11	-239.063	299999	3.16049e-11	-721.005	0
820	-97627.5	-1.03853e-10	3963.31	99999.7	4.96811e-11	-239.086	299999	3.02407e-11	-721.121	0
825	-97611.7	-1.11356e-10	3985.08	99999.7	4.51905e-11	-239.11	299999	2.54659e-11	-721.239	0
830	-97596	-1.16074e-10	4006.84	99999.7	3.7744e-11	-239.133	299999	2.22826e-11	-721.356	0
835	-97580.2	-1.22839e-10	4028.6	99999.7	3.34239e-11	-239.157	299999	1.47793e-11	-721.475	0
840	-97564.5	-1.21986e-10	4050.34	99999.7	3.31966e-11	-239.181	299999	2.22826e-11	-721.594	0
845	-97548.7	-1.20906e-10	4072.07	99999.7	2.95017e-11	-239.205	299999	2.13731e-11	-721.714	0
850	-97532.9	-1.25851e-10	4093.79	99999.7	2.93312e-11	-239.229	299999	1.59162e-11	-721.834	0
855	-97517	-1.30399e-10	4115.51	99999.7	2.25668e-11	-239.253	299999	2.11458e-11	-721.956	0
860	-97501.2	-1.33696e-10	4137.21	99999.7	1.33014e-11	-239.277	299999	2.27374e-11	-722.078	0
